Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,COMOLSD
3,COMOLSD
4,COMOLSD
5,MOEAD
6,COMOLSD
7,MOEAD
8,COMOLSD
9,MOEAD
10,COMOLSD
11,MOEAD
12,COMOLSD
13,COMOLSD
14,MOEAD
15,COMOLSD
16,COMOLSD
17,COMOLSD
18,COMOLSD
19,COMOLSD
20,MOEAD
21,COMOLSD
22,MOEAD
23,COMOLSD
24,COMOLSD
25,COMOLSD
26,COMOLSD
27,COMOLSD
28,COMOLSD
29,COMOLSD
30,COMOLSD
31,MOEAD
32,MOEAD
33,MOEAD
34,COMOLSD
35,COMOLSD
36,MOEAD
37,COMOLSD
38,MOEAD
39,MOEAD
40,MOEAD
41,MOEAD
42,COMOLSD
43,MOEAD
44,COMOLSD
45,MOEAD
46,MOEAD
47,MOEAD
48,MOEAD
49,MOEAD
50,COMOLSD
51,COMOLSD
52,MOEAD
53,COMOLSD
54,COMOLSD
55,COMOLSD
56,COMOLSD
57,COMOLSD
58,MOEAD
59,COMOLSD
60,MOEAD
61,COMOLSD
62,MOEAD
63,MOEAD
64,COMOLSD
65,MOEAD
66,MOEAD
67,COMOLSD
68,COMOLSD
69,MOEAD
70,MOEAD
71,MOEAD
72,COMOLSD
73,MOEAD
74,MOEAD
75,COMOLSD
76,COMOLSD
77,COMOLSD
78,MOEAD
79,MOEAD
80,MOEAD
81,COMOLSD
82,COMOLSD
83,COMOLSD
84,MOEAD
85,COMOLSD
86,MOEAD
87,MOEAD
88,MOEAD
89,COMOLSD
90,MOEAD
91,COMOLSD
92,MOEAD
93,COMOLSD
94,MOEAD
95,COMOLSD
96,MOEAD
97,MOEAD
98,MOEAD
99,MOEAD
