Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,COMOLSD
4,MOEAD
5,COMOLSD
6,MOEAD
7,MOEAD
8,COMOLSD
9,MOEAD
10,COMOLSD
11,MOEAD
12,MOEAD
13,MOEAD
14,MOEAD
15,COMOLSD
16,MOEAD
17,MOEAD
18,COMOLSD
19,MOEAD
20,COMOLSD
21,MOEAD
22,MOEAD
23,COMOLSD
24,COMOLSD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,MOEAD
30,COMOLSD
31,COMOLSD
32,COMOLSD
33,MOEAD
34,COMOLSD
35,MOEAD
36,COMOLSD
37,COMOLSD
38,MOEAD
39,COMOLSD
40,MOEAD
41,MOEAD
42,COMOLSD
43,COMOLSD
44,MOEAD
45,COMOLSD
46,COMOLSD
47,COMOLSD
48,MOEAD
49,MOEAD
50,MOEAD
51,MOEAD
52,COMOLSD
53,MOEAD
54,MOEAD
55,MOEAD
56,MOEAD
57,COMOLSD
58,MOEAD
59,COMOLSD
60,COMOLSD
61,MOEAD
62,COMOLSD
63,MOEAD
64,COMOLSD
65,COMOLSD
66,MOEAD
67,COMOLSD
68,MOEAD
69,COMOLSD
70,COMOLSD
71,COMOLSD
72,MOEAD
73,MOEAD
74,MOEAD
75,MOEAD
76,MOEAD
77,MOEAD
78,MOEAD
79,MOEAD
80,COMOLSD
81,COMOLSD
82,MOEAD
83,COMOLSD
84,COMOLSD
85,MOEAD
86,COMOLSD
87,MOEAD
88,MOEAD
89,MOEAD
90,MOEAD
91,COMOLSD
92,MOEAD
93,MOEAD
94,MOEAD
95,MOEAD
96,MOEAD
97,MOEAD
98,COMOLSD
99,MOEAD
