Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 31110 | GridSize: 300
Generation 2 | Revalues: 36460 | GridSize: 300
Generation 3 | Revalues: 38530 | GridSize: 300
Generation 4 | Revalues: 40210 | GridSize: 300
Generation 5 | Revalues: 42620 | GridSize: 300
Generation 6 | Revalues: 45370 | GridSize: 300
Generation 7 | Revalues: 47300 | GridSize: 300
Generation 8 | Revalues: 52090 | GridSize: 299
Generation 9 | Revalues: 55270 | GridSize: 298
Generation 10 | Revalues: 56980 | GridSize: 300
Generation 11 | Revalues: 59020 | GridSize: 298
Generation 12 | Revalues: 60550 | GridSize: 300
Generation 13 | Revalues: 63070 | GridSize: 300
Generation 14 | Revalues: 65360 | GridSize: 300
Generation 15 | Revalues: 66980 | GridSize: 300
Generation 16 | Revalues: 68440 | GridSize: 300
Generation 17 | Revalues: 69520 | GridSize: 300
Generation 18 | Revalues: 70830 | GridSize: 300
Generation 19 | Revalues: 72090 | GridSize: 300
Generation 20 | Revalues: 74070 | GridSize: 300
Generation 21 | Revalues: 75660 | GridSize: 300
Generation 22 | Revalues: 77420 | GridSize: 300
Generation 23 | Revalues: 79660 | GridSize: 300
Generation 24 | Revalues: 81030 | GridSize: 300
Generation 25 | Revalues: 82230 | GridSize: 300
Generation 26 | Revalues: 83620 | GridSize: 300
Generation 27 | Revalues: 85270 | GridSize: 300
Generation 28 | Revalues: 87060 | GridSize: 300
Generation 29 | Revalues: 88850 | GridSize: 296
Generation 30 | Revalues: 91510 | GridSize: 297
Generation 31 | Revalues: 92960 | GridSize: 300
Generation 32 | Revalues: 94840 | GridSize: 300
Generation 33 | Revalues: 96230 | GridSize: 298
Generation 34 | Revalues: 98010 | GridSize: 300
Generation 35 | Revalues: 99350 | GridSize: 299
Generation 36 | Revalues: 101650 | GridSize: 300
Generation 37 | Revalues: 102740 | GridSize: 300
Generation 38 | Revalues: 105010 | GridSize: 300
Generation 39 | Revalues: 106580 | GridSize: 298
Generation 40 | Revalues: 107840 | GridSize: 299
Generation 41 | Revalues: 109870 | GridSize: 300
Generation 42 | Revalues: 111060 | GridSize: 297
Generation 43 | Revalues: 113030 | GridSize: 298
Generation 44 | Revalues: 114220 | GridSize: 300
Generation 45 | Revalues: 115420 | GridSize: 300
Generation 46 | Revalues: 116610 | GridSize: 300
Generation 47 | Revalues: 118090 | GridSize: 300
Generation 48 | Revalues: 119380 | GridSize: 299
Generation 49 | Revalues: 121110 | GridSize: 300
Generation 50 | Revalues: 122570 | GridSize: 300
Generation 51 | Revalues: 123880 | GridSize: 300
Generation 52 | Revalues: 125140 | GridSize: 300
Generation 53 | Revalues: 126380 | GridSize: 299
Generation 54 | Revalues: 127680 | GridSize: 299
Generation 55 | Revalues: 128910 | GridSize: 299
Generation 56 | Revalues: 130160 | GridSize: 300
Generation 57 | Revalues: 131760 | GridSize: 300
Generation 58 | Revalues: 132900 | GridSize: 299
Generation 59 | Revalues: 134300 | GridSize: 300
Generation 60 | Revalues: 135790 | GridSize: 300
Generation 61 | Revalues: 137000 | GridSize: 300
Generation 62 | Revalues: 138090 | GridSize: 300
Generation 63 | Revalues: 139240 | GridSize: 300
Generation 64 | Revalues: 140590 | GridSize: 300
Generation 65 | Revalues: 141800 | GridSize: 300
Generation 66 | Revalues: 142880 | GridSize: 300
Generation 67 | Revalues: 144540 | GridSize: 300
Generation 68 | Revalues: 145800 | GridSize: 298
Generation 69 | Revalues: 147240 | GridSize: 298
Generation 70 | Revalues: 148470 | GridSize: 300
Generation 71 | Revalues: 149810 | GridSize: 300
Generation 72 | Revalues: 151160 | GridSize: 300
Generation 73 | Revalues: 152250 | GridSize: 299
Generation 74 | Revalues: 153530 | GridSize: 300
Generation 75 | Revalues: 154670 | GridSize: 299
Generation 76 | Revalues: 156090 | GridSize: 300
Generation 77 | Revalues: 157260 | GridSize: 294
Generation 78 | Revalues: 158560 | GridSize: 298
Generation 79 | Revalues: 159790 | GridSize: 300
Generation 80 | Revalues: 160920 | GridSize: 300
Generation 81 | Revalues: 162070 | GridSize: 300
Generation 82 | Revalues: 163360 | GridSize: 299
Generation 83 | Revalues: 164500 | GridSize: 300
Generation 84 | Revalues: 165690 | GridSize: 299
Generation 85 | Revalues: 166840 | GridSize: 300
Generation 86 | Revalues: 167900 | GridSize: 300
Generation 87 | Revalues: 169240 | GridSize: 300
Generation 88 | Revalues: 170580 | GridSize: 300
Generation 89 | Revalues: 171840 | GridSize: 300
Generation 90 | Revalues: 172940 | GridSize: 300
Generation 91 | Revalues: 174090 | GridSize: 299
Generation 92 | Revalues: 175270 | GridSize: 300
Generation 93 | Revalues: 176670 | GridSize: 300
Generation 94 | Revalues: 177830 | GridSize: 300
Generation 95 | Revalues: 178870 | GridSize: 300
Generation 96 | Revalues: 180040 | GridSize: 300
Generation 97 | Revalues: 181430 | GridSize: 300
Generation 98 | Revalues: 182530 | GridSize: 300
Generation 99 | Revalues: 183790 | GridSize: 300
Generation 100 | Revalues: 184950 | GridSize: 300
Generation 101 | Revalues: 186170 | GridSize: 300
Generation 102 | Revalues: 187230 | GridSize: 298
Generation 103 | Revalues: 188250 | GridSize: 300
Generation 104 | Revalues: 189440 | GridSize: 300
Generation 105 | Revalues: 190520 | GridSize: 300
Generation 106 | Revalues: 191670 | GridSize: 299
Generation 107 | Revalues: 193000 | GridSize: 299
Generation 108 | Revalues: 194150 | GridSize: 300
