Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
23,0.4448986486,0.1069943633,0.8907372863,2.0907130293,-0.3037589312,0.0829391892,0.0593231219,0.8926281580,2.6057806440,0.6960354375,0.4721621622,0.0582694178,0.5969708338,2.5855188345,0.1061356294,0.4721621622,0.0582694178,0.5969708338,2.5855188345,0.1061356294
