Fold,SBS_Best_Models
0,MOEAD
1,COMOLSD
2,COMOLSD
3,MOEAD
4,COMOLSD
5,MOEAD
6,MOEAD
7,MOEAD
8,COMOLSD
9,MOEAD
10,MOEAD
11,COMOLSD
12,COMOLSD
13,MOEAD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,COMOLSD
18,COMOLSD
19,MOEAD
20,MOEAD
21,MOEAD
22,COMOLSD
23,COMOLSD
24,MOEAD
25,MOEAD
26,COMOLSD
27,MOEAD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,MOEAD
32,COMOLSD
33,MOEAD
34,MOEAD
35,MOEAD
36,MOEAD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,COMOLSD
42,COMOLSD
43,MOEAD
44,MOEAD
45,COMOLSD
46,COMOLSD
47,MOEAD
48,MOEAD
49,COMOLSD
50,COMOLSD
51,COMOLSD
52,COMOLSD
53,MOEAD
54,COMOLSD
55,COMOLSD
56,MOEAD
57,MOEAD
58,COMOLSD
59,MOEAD
60,MOEAD
61,COMOLSD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,MOEAD
67,MOEAD
68,COMOLSD
69,COMOLSD
70,COMOLSD
71,COMOLSD
72,COMOLSD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,MOEAD
77,COMOLSD
78,MOEAD
79,MOEAD
80,COMOLSD
81,MOEAD
82,MOEAD
83,MOEAD
84,MOEAD
85,COMOLSD
86,COMOLSD
87,COMOLSD
88,COMOLSD
89,MOEAD
90,COMOLSD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,COMOLSD
96,COMOLSD
97,MOEAD
98,MOEAD
99,MOEAD
