Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,COMOLSD
3,COMOLSD
4,MOEAD
5,COMOLSD
6,COMOLSD
7,MOEAD
8,COMOLSD
9,MOEAD
10,MOEAD
11,COMOLSD
12,MOEAD
13,COMOLSD
14,COMOLSD
15,COMOLSD
16,COMOLSD
17,COMOLSD
18,COMOLSD
19,COMOLSD
20,MOEAD
21,MOEAD
22,COMOLSD
23,MOEAD
24,COMOLSD
25,COMOLSD
26,COMOLSD
27,MOEAD
28,MOEAD
29,MOEAD
30,COMOLSD
31,COMOLSD
32,COMOLSD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,MOEAD
41,COMOLSD
42,COMOLSD
43,MOEAD
44,COMOLSD
45,COMOLSD
46,COMOLSD
47,COMOLSD
48,MOEAD
49,MOEAD
50,MOEAD
51,COMOLSD
52,COMOLSD
53,COMOLSD
54,COMOLSD
55,MOEAD
56,MOEAD
57,MOEAD
58,COMOLSD
59,COMOLSD
60,COMOLSD
61,MOEAD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,MOEAD
66,COMOLSD
67,COMOLSD
68,COMOLSD
69,COMOLSD
70,COMOLSD
71,MOEAD
72,MOEAD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,COMOLSD
78,COMOLSD
79,COMOLSD
80,MOEAD
81,COMOLSD
82,COMOLSD
83,MOEAD
84,COMOLSD
85,MOEAD
86,COMOLSD
87,MOEAD
88,COMOLSD
89,MOEAD
90,MOEAD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,MOEAD
95,COMOLSD
96,MOEAD
97,MOEAD
98,MOEAD
99,MOEAD
