Feature,Importance
INF_sd,0.1757395652148481
INC_sd,0.0844005751528551
INF_r1,0.07939385648489246
IND_kr,0.0649454455378499
SUP_sd,0.06333117234107058
SUP_avg,0.06072888056971852
INF_avg,0.05134318014499342
SUP_sk,0.04803104452892295
IND_r1,0.04527938456485036
INC_avg,0.04469931235817353
IND_avg,0.042361205254629615
INC_sk,0.03912967820428033
INC_r1,0.03700524797815695
INF_kr,0.03401490185995603
INF_sk,0.02805455219754842
SUP_r1,0.02399540387547069
IND_sd,0.02144497306126373
IND_sk,0.020336156704113748
INC_kr,0.019599211560888796
SUP_kr,0.016166252405516807
