Feature,Importance
SUP_avg,0.12420026246409949
IND_avg,0.10889353800925844
INF_sd,0.10164798220695195
INC_sd,0.09925654419450382
INC_avg,0.09856958682370319
SUP_sd,0.07221876918049146
INF_avg,0.056734358571145026
INC_sk,0.0463730850128591
IND_sk,0.03244474736062255
SUP_kr,0.032120065763632896
SUP_r1,0.031309393977923906
INF_sk,0.030759387624053072
INC_r1,0.02803607218364706
IND_r1,0.02790743946970667
INF_kr,0.02047976039897519
INF_r1,0.018730485500880304
SUP_sk,0.01842837854068311
INC_kr,0.01771694043842965
IND_sd,0.01713767319547662
IND_kr,0.017035529082956434
