Feature,Importance
INF_avg,0.15372044961232914
SUP_avg,0.13971286714373726
INF_sd,0.13423320576071457
INC_avg,0.06183278615223736
IND_avg,0.058536371807592455
INF_r1,0.05688855921830369
INF_sk,0.04736236066413374
INC_sk,0.04488591802272819
IND_sd,0.039434330417340395
INC_sd,0.034118472810600854
SUP_sk,0.03400877742376443
SUP_r1,0.03193622612328778
IND_r1,0.027905557620795354
IND_sk,0.02714157766778773
SUP_sd,0.023591214421683673
INF_kr,0.02022917942462392
INC_r1,0.019160801187221098
IND_kr,0.017429693530451162
INC_kr,0.016087169137914654
SUP_kr,0.011784481852752483
