Instance,SBS_Prediction
71,0.8522417165780469
129,0.8403796217492424
22,0.8553405472331549
183,0.8130298530682015
429,0.8357024472016181
64,0.849062132742284
481,0.8503843319827206
241,0.8367600211349969
281,0.8531093969174434
84,0.8582752726939042
161,0.8611650438465746
103,0.8311446496588133
209,0.8382053143125461
206,0.857410070898291
244,0.8620867064206125
336,0.8563477726573613
331,0.8477098745262671
0,0.8500722904900739
261,0.8564253994616335
504,0.8579490108967756
407,0.847466676245004
440,0.8448069670154308
230,0.8586467772874016
430,0.8515936476342111
A,0.8563692719314246
357,0.8624377199067365
202,0.8524322213188704
345,0.8566236600561062
232,0.8535535626743804
127,0.8497597344335326
20,0.8624862185784268
387,0.8615718470221014
67,0.8494922939844441
502,0.854398460808344
94,0.8544960579469553
74,0.8467231115759113
23,0.8505255172522435
156,0.8545481403401974
394,0.8501195557339143
121,0.8578021353202157
242,0.8488769968172732
80,0.855043449256914
11,0.859221802605066
59,0.8531906906201735
179,0.8542270579441218
427,0.8626889373467093
340,0.8496994747877464
137,0.8593925792237879
366,0.8486622466109894
322,0.8541101001154608
81,0.8444672226363729
237,0.852182784212632
69,0.8689977532601647
239,0.8399357110441902
497,0.8404361016609013
496,0.8474389768818523
