Feature,Importance
INC_sd,0.16762580767669696
INF_sd,0.11905486094149963
INC_avg,0.1050525053553531
INC_sk,0.09644976577541237
INF_avg,0.08526075709193406
INC_kr,0.0740606814154207
SUP_sd,0.07081144163245319
SUP_avg,0.06820391694910369
SUP_sk,0.04654584564358792
IND_avg,0.04000597830792387
IND_r1,0.03222257883557144
SUP_kr,0.017701360965094084
INF_kr,0.016461972237146093
SUP_r1,0.014145725368052937
INF_r1,0.013259667126077856
INC_r1,0.009171305922247134
IND_kr,0.008947007009728673
INF_sk,0.007334344287233758
IND_sk,0.004636771629939946
IND_sd,0.0030477058295225457
