Feature,Importance
INC_avg,0.28104586659610303
SUP_r1,0.1612274916398964
INF_sd,0.10703900136631064
IND_r1,0.07563930244498525
IND_sk,0.052708224118760076
INF_avg,0.04787839841886934
SUP_sd,0.03571504599615056
INF_r1,0.03328631090887036
IND_sd,0.027358181170957306
INC_sd,0.02730764267704661
INC_r1,0.026200718445081837
IND_kr,0.02473219503768838
SUP_sk,0.023072680302905376
INF_sk,0.021194324851764604
SUP_avg,0.013195711110114479
INF_kr,0.012924628321590335
IND_avg,0.010846430104473797
INC_sk,0.008199293337020764
SUP_kr,0.007810394420040191
INC_kr,0.0026181587313708447
