Feature,Importance
SUP_sd,0.159904339558757
IND_avg,0.15151236108633623
INC_avg,0.12967833320029606
IND_r1,0.10798078788790134
SUP_avg,0.10683283076482533
INF_sd,0.06987786812137636
INC_sd,0.05403407986504349
INC_r1,0.04946207731008273
INF_avg,0.041675957712759414
SUP_kr,0.03512133614638671
IND_sk,0.021744049851021994
IND_kr,0.01786760235624614
SUP_r1,0.015852432994037272
IND_sd,0.007617914620222536
SUP_sk,0.006254111483689448
INF_sk,0.005774279072151948
INF_kr,0.0055908679295055145
INC_kr,0.005133613889739053
INC_sk,0.004268257937344429
INF_r1,0.0038168982122772084
