Feature,Importance
IND_avg,0.19263619949347596
IND_kr,0.12725633262726674
IND_sd,0.08083352528701022
IND_sk,0.0762430805263942
INC_r1,0.07327589570526721
INC_avg,0.06331316615141741
INC_sd,0.058297452898506415
INF_r1,0.0562470336706242
INF_sd,0.05028918379192557
INC_kr,0.03587816981967115
SUP_r1,0.02929958391403313
INF_avg,0.02672131737920661
INF_sk,0.02328413869409807
SUP_avg,0.021945452671833014
SUP_sk,0.01941768467529544
IND_r1,0.018002689194459968
INF_kr,0.015195475412538245
SUP_kr,0.012867000343694458
INC_sk,0.012253853150120453
SUP_sd,0.006742764593161464
