Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,MOEAD
3,MOEAD
4,MOEAD
5,MOEAD
6,COMOLSD
7,MOEAD
8,MOEAD
9,COMOLSD
10,MOEAD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,MOEAD
17,COMOLSD
18,MOEAD
19,COMOLSD
20,MOEAD
21,COMOLSD
22,MOEAD
23,MOEAD
24,COMOLSD
25,COMOLSD
26,MOEAD
27,COMOLSD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,MOEAD
32,MOEAD
33,COMOLSD
34,MOEAD
35,COMOLSD
36,MOEAD
37,COMOLSD
38,COMOLSD
39,MOEAD
40,COMOLSD
41,MOEAD
42,COMOLSD
43,MOEAD
44,MOEAD
45,COMOLSD
46,COMOLSD
47,COMOLSD
48,COMOLSD
49,COMOLSD
50,COMOLSD
51,COMOLSD
52,COMOLSD
53,COMOLSD
54,MOEAD
55,COMOLSD
56,COMOLSD
57,MOEAD
58,MOEAD
59,COMOLSD
60,COMOLSD
61,MOEAD
62,MOEAD
63,MOEAD
64,COMOLSD
65,MOEAD
66,COMOLSD
67,MOEAD
68,COMOLSD
69,COMOLSD
70,MOEAD
71,MOEAD
72,MOEAD
73,MOEAD
74,MOEAD
75,COMOLSD
76,MOEAD
77,COMOLSD
78,COMOLSD
79,MOEAD
80,COMOLSD
81,COMOLSD
82,COMOLSD
83,MOEAD
84,MOEAD
85,COMOLSD
86,COMOLSD
87,COMOLSD
88,MOEAD
89,COMOLSD
90,COMOLSD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,MOEAD
96,COMOLSD
97,COMOLSD
98,COMOLSD
99,COMOLSD
