Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 34350 | GridSize: 299
Generation 2 | Revalues: 37450 | GridSize: 300
Generation 3 | Revalues: 41110 | GridSize: 297
Generation 4 | Revalues: 44660 | GridSize: 300
Generation 5 | Revalues: 46680 | GridSize: 300
Generation 6 | Revalues: 49220 | GridSize: 300
Generation 7 | Revalues: 50880 | GridSize: 296
Generation 8 | Revalues: 54130 | GridSize: 296
Generation 9 | Revalues: 58190 | GridSize: 296
Generation 10 | Revalues: 61670 | GridSize: 300
Generation 11 | Revalues: 63270 | GridSize: 297
Generation 12 | Revalues: 64950 | GridSize: 297
Generation 13 | Revalues: 66600 | GridSize: 300
Generation 14 | Revalues: 68190 | GridSize: 299
Generation 15 | Revalues: 70400 | GridSize: 300
Generation 16 | Revalues: 72050 | GridSize: 300
Generation 17 | Revalues: 73360 | GridSize: 300
Generation 18 | Revalues: 74640 | GridSize: 300
Generation 19 | Revalues: 76880 | GridSize: 300
Generation 20 | Revalues: 78550 | GridSize: 300
Generation 21 | Revalues: 79790 | GridSize: 300
Generation 22 | Revalues: 81490 | GridSize: 299
Generation 23 | Revalues: 83090 | GridSize: 300
Generation 24 | Revalues: 84450 | GridSize: 300
Generation 25 | Revalues: 86040 | GridSize: 300
Generation 26 | Revalues: 87560 | GridSize: 300
Generation 27 | Revalues: 88870 | GridSize: 300
Generation 28 | Revalues: 90240 | GridSize: 300
Generation 29 | Revalues: 91650 | GridSize: 299
Generation 30 | Revalues: 93640 | GridSize: 300
Generation 31 | Revalues: 94830 | GridSize: 300
Generation 32 | Revalues: 96140 | GridSize: 300
Generation 33 | Revalues: 97190 | GridSize: 297
Generation 34 | Revalues: 99020 | GridSize: 300
Generation 35 | Revalues: 100140 | GridSize: 300
Generation 36 | Revalues: 101830 | GridSize: 300
Generation 37 | Revalues: 103220 | GridSize: 300
Generation 38 | Revalues: 104560 | GridSize: 298
Generation 39 | Revalues: 105910 | GridSize: 297
Generation 40 | Revalues: 107010 | GridSize: 300
Generation 41 | Revalues: 108120 | GridSize: 300
Generation 42 | Revalues: 109320 | GridSize: 298
