Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,MOEAD
3,COMOLSD
4,MOEAD
5,MOEAD
6,MOEAD
7,COMOLSD
8,COMOLSD
9,MOEAD
10,COMOLSD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,COMOLSD
18,MOEAD
19,COMOLSD
20,MOEAD
21,MOEAD
22,COMOLSD
23,COMOLSD
24,COMOLSD
25,COMOLSD
26,MOEAD
27,COMOLSD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,COMOLSD
32,MOEAD
33,COMOLSD
34,MOEAD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,MOEAD
39,COMOLSD
40,COMOLSD
41,COMOLSD
42,MOEAD
43,COMOLSD
44,COMOLSD
45,MOEAD
46,MOEAD
47,MOEAD
48,MOEAD
49,MOEAD
50,COMOLSD
51,MOEAD
52,MOEAD
53,COMOLSD
54,MOEAD
55,MOEAD
56,COMOLSD
57,COMOLSD
58,COMOLSD
59,COMOLSD
60,COMOLSD
61,MOEAD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,MOEAD
67,MOEAD
68,COMOLSD
69,COMOLSD
70,COMOLSD
71,MOEAD
72,COMOLSD
73,MOEAD
74,MOEAD
75,MOEAD
76,MOEAD
77,COMOLSD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,MOEAD
82,COMOLSD
83,COMOLSD
84,COMOLSD
85,MOEAD
86,COMOLSD
87,MOEAD
88,COMOLSD
89,MOEAD
90,COMOLSD
91,COMOLSD
92,MOEAD
93,COMOLSD
94,MOEAD
95,COMOLSD
96,MOEAD
97,MOEAD
98,MOEAD
99,COMOLSD
