Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
B,0.2800000000,0.0953939201,0.0507726269,2.6273396933,-0.0241911885,0.2150000000,0.0807774721,0.1512279190,1.8927643458,0.0768394503,0.5050000000,0.0878919792,-0.3854284636,1.6469978320,0.1789486992,0.5050000000,0.0878919792,-0.3854284636,1.6469978320,0.1789486992
