Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 9200 | GridSize: 94
Generation 2 | Revalues: 14710 | GridSize: 100
Generation 3 | Revalues: 16770 | GridSize: 101
Generation 4 | Revalues: 18810 | GridSize: 104
Generation 5 | Revalues: 20210 | GridSize: 115
Generation 6 | Revalues: 21720 | GridSize: 113
Generation 7 | Revalues: 23150 | GridSize: 122
Generation 8 | Revalues: 24630 | GridSize: 131
Generation 9 | Revalues: 25650 | GridSize: 128
Generation 10 | Revalues: 27050 | GridSize: 115
Generation 11 | Revalues: 28420 | GridSize: 122
Generation 12 | Revalues: 29840 | GridSize: 121
Generation 13 | Revalues: 31930 | GridSize: 125
Generation 14 | Revalues: 33130 | GridSize: 130
Generation 15 | Revalues: 34210 | GridSize: 141
Generation 16 | Revalues: 35590 | GridSize: 142
Generation 17 | Revalues: 36800 | GridSize: 137
Generation 18 | Revalues: 38190 | GridSize: 139
Generation 19 | Revalues: 39430 | GridSize: 146
Generation 20 | Revalues: 40950 | GridSize: 156
Generation 21 | Revalues: 42040 | GridSize: 155
Generation 22 | Revalues: 43650 | GridSize: 157
Generation 23 | Revalues: 44770 | GridSize: 157
Generation 24 | Revalues: 45950 | GridSize: 161
Generation 25 | Revalues: 47550 | GridSize: 162
Generation 26 | Revalues: 49110 | GridSize: 152
Generation 27 | Revalues: 50200 | GridSize: 153
Generation 28 | Revalues: 51730 | GridSize: 159
Generation 29 | Revalues: 52780 | GridSize: 167
Generation 30 | Revalues: 53930 | GridSize: 168
Generation 31 | Revalues: 55210 | GridSize: 168
Generation 32 | Revalues: 56390 | GridSize: 159
Generation 33 | Revalues: 57640 | GridSize: 164
Generation 34 | Revalues: 59230 | GridSize: 157
Generation 35 | Revalues: 60700 | GridSize: 157
Generation 36 | Revalues: 61780 | GridSize: 153
Generation 37 | Revalues: 62970 | GridSize: 155
Generation 38 | Revalues: 64570 | GridSize: 155
Generation 39 | Revalues: 65690 | GridSize: 158
Generation 40 | Revalues: 66820 | GridSize: 165
Generation 41 | Revalues: 68080 | GridSize: 160
Generation 42 | Revalues: 69120 | GridSize: 162
Generation 43 | Revalues: 70520 | GridSize: 164
Generation 44 | Revalues: 71840 | GridSize: 171
Generation 45 | Revalues: 73500 | GridSize: 171
Generation 46 | Revalues: 74800 | GridSize: 163
Generation 47 | Revalues: 75920 | GridSize: 160
Generation 48 | Revalues: 76950 | GridSize: 161
Generation 49 | Revalues: 77970 | GridSize: 163
Generation 50 | Revalues: 79130 | GridSize: 166
Generation 51 | Revalues: 80160 | GridSize: 165
Generation 52 | Revalues: 81400 | GridSize: 168
Generation 53 | Revalues: 82600 | GridSize: 169
Generation 54 | Revalues: 83890 | GridSize: 164
Generation 55 | Revalues: 84950 | GridSize: 171
Generation 56 | Revalues: 86110 | GridSize: 177
Generation 57 | Revalues: 87430 | GridSize: 171
Generation 58 | Revalues: 88510 | GridSize: 173
Generation 59 | Revalues: 89550 | GridSize: 174
Generation 60 | Revalues: 90800 | GridSize: 180
Generation 61 | Revalues: 91920 | GridSize: 185
Generation 62 | Revalues: 93060 | GridSize: 182
Generation 63 | Revalues: 94150 | GridSize: 182
Generation 64 | Revalues: 95260 | GridSize: 184
Generation 65 | Revalues: 96720 | GridSize: 183
Generation 66 | Revalues: 97780 | GridSize: 190
Generation 67 | Revalues: 98830 | GridSize: 191
Generation 68 | Revalues: 100310 | GridSize: 178
Generation 69 | Revalues: 101320 | GridSize: 180
Generation 70 | Revalues: 102360 | GridSize: 183
Generation 71 | Revalues: 103790 | GridSize: 183
Generation 72 | Revalues: 105070 | GridSize: 184
Generation 73 | Revalues: 106230 | GridSize: 183
Generation 74 | Revalues: 107380 | GridSize: 185
Generation 75 | Revalues: 108420 | GridSize: 184
Generation 76 | Revalues: 109450 | GridSize: 182
Generation 77 | Revalues: 110560 | GridSize: 184
Generation 78 | Revalues: 111570 | GridSize: 189
Generation 79 | Revalues: 112720 | GridSize: 191
Generation 80 | Revalues: 114140 | GridSize: 193
Generation 81 | Revalues: 115330 | GridSize: 196
Generation 82 | Revalues: 116690 | GridSize: 193
Generation 83 | Revalues: 117720 | GridSize: 196
Generation 84 | Revalues: 119030 | GridSize: 194
Generation 85 | Revalues: 120070 | GridSize: 194
Generation 86 | Revalues: 121300 | GridSize: 195
Generation 87 | Revalues: 122370 | GridSize: 197
Generation 88 | Revalues: 123410 | GridSize: 201
Generation 89 | Revalues: 124570 | GridSize: 199
Generation 90 | Revalues: 125750 | GridSize: 197
Generation 91 | Revalues: 126940 | GridSize: 198
Generation 92 | Revalues: 127970 | GridSize: 195
Generation 93 | Revalues: 129440 | GridSize: 198
Generation 94 | Revalues: 130530 | GridSize: 198
Generation 95 | Revalues: 131630 | GridSize: 198
Generation 96 | Revalues: 132790 | GridSize: 190
Generation 97 | Revalues: 133880 | GridSize: 192
Generation 98 | Revalues: 135000 | GridSize: 193
Generation 99 | Revalues: 136150 | GridSize: 193
Generation 100 | Revalues: 137320 | GridSize: 193
Generation 101 | Revalues: 138350 | GridSize: 196
Generation 102 | Revalues: 139520 | GridSize: 197
Generation 103 | Revalues: 140560 | GridSize: 196
Generation 104 | Revalues: 141780 | GridSize: 191
Generation 105 | Revalues: 143160 | GridSize: 193
Generation 106 | Revalues: 144230 | GridSize: 189
Generation 107 | Revalues: 145260 | GridSize: 189
Generation 108 | Revalues: 146350 | GridSize: 189
Generation 109 | Revalues: 147580 | GridSize: 186
Generation 110 | Revalues: 148650 | GridSize: 187
Generation 111 | Revalues: 149810 | GridSize: 189
Generation 112 | Revalues: 150910 | GridSize: 189
Generation 113 | Revalues: 152080 | GridSize: 189
Generation 114 | Revalues: 153420 | GridSize: 192
Generation 115 | Revalues: 154440 | GridSize: 198
Generation 116 | Revalues: 155480 | GridSize: 203
Generation 117 | Revalues: 156520 | GridSize: 207
Generation 118 | Revalues: 157530 | GridSize: 211
Generation 119 | Revalues: 158800 | GridSize: 212
Generation 120 | Revalues: 159820 | GridSize: 211
Generation 121 | Revalues: 160880 | GridSize: 211
Generation 122 | Revalues: 161930 | GridSize: 213
Generation 123 | Revalues: 162940 | GridSize: 211
Generation 124 | Revalues: 163960 | GridSize: 213
Generation 125 | Revalues: 165050 | GridSize: 203
Generation 126 | Revalues: 166110 | GridSize: 196
Generation 127 | Revalues: 167220 | GridSize: 203
Generation 128 | Revalues: 168240 | GridSize: 208
Generation 129 | Revalues: 169390 | GridSize: 217
Generation 130 | Revalues: 170510 | GridSize: 211
Generation 131 | Revalues: 171600 | GridSize: 210
Generation 132 | Revalues: 172660 | GridSize: 205
Generation 133 | Revalues: 173700 | GridSize: 208
Generation 134 | Revalues: 174830 | GridSize: 210
Generation 135 | Revalues: 175860 | GridSize: 211
Generation 136 | Revalues: 176900 | GridSize: 214
Generation 137 | Revalues: 177940 | GridSize: 216
Generation 138 | Revalues: 179010 | GridSize: 219
