Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
D,0.2660000000,0.0690796642,-0.0244499211,2.5765168287,-0.3092752006,0.2152000000,0.0448214234,0.1241113706,2.4147987262,0.1305979037,0.5188000000,0.0772952780,0.1408408410,2.9823938172,-0.2350987778,0.5188000000,0.0772952780,0.1408408410,2.9823938172,-0.2350987778
