Feature,Importance
INF_avg,0.17807825686138623
SUP_avg,0.1342385012361577
INF_sd,0.1297276394604784
IND_avg,0.05871173188268473
INF_r1,0.04980087885888251
SUP_sk,0.049768182619416394
INC_avg,0.046928493858992386
INC_sk,0.046714452232741184
SUP_r1,0.039826555555104066
INF_sk,0.035695338313731576
IND_sk,0.03509175295857975
INC_sd,0.033264285105897504
IND_sd,0.03201814399409923
IND_r1,0.027885357918820505
SUP_sd,0.025281002301096894
IND_kr,0.017443932066436497
INF_kr,0.017316719026181232
INC_kr,0.016117420656023035
INC_r1,0.01457546039321334
SUP_kr,0.011515894700076815
