Feature,Importance
INF_sd,0.16006724618109935
SUP_sd,0.15106295477104698
INC_r1,0.09344720271164844
INC_avg,0.07763947352837143
IND_sd,0.07432866344828773
INC_sd,0.05292848001418959
SUP_r1,0.045181538072374225
INF_r1,0.04235608666087769
SUP_avg,0.04114057396342206
INC_sk,0.040790586235720606
IND_sk,0.031453207624339716
INF_kr,0.027495176601915913
IND_kr,0.025997780087780017
IND_avg,0.023877886857296842
INF_avg,0.022118710432670566
IND_r1,0.021088122332471017
SUP_kr,0.020066578467124136
SUP_sk,0.01894550465170192
INF_sk,0.015299787220246748
INC_kr,0.014714440137415153
