Feature,Importance
SUP_sd,0.10468409392762218
INF_sd,0.09477942480784479
INC_sd,0.09296791025579976
INC_r1,0.09278900896781764
INF_avg,0.07198259459909956
INC_avg,0.06243889014472444
SUP_r1,0.05466020882684358
INF_r1,0.05232596085945653
IND_avg,0.05023174864312654
IND_r1,0.04953752929260471
INC_sk,0.042087701316076094
IND_kr,0.04078481177536064
INF_kr,0.038295983246862876
IND_sk,0.032236251944819404
SUP_sk,0.031261312877737875
SUP_kr,0.019829422515715397
INC_kr,0.01933787601460524
INF_sk,0.017211921899927648
IND_sd,0.016907907035452082
SUP_avg,0.015649441048502945
