Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.255,0.0380131556,0.5588752197,2.3789825313,-0.2143675997,0.2635,0.0342819194,0.1941875826,1.5656486345,-0.0333955278,0.4815,0.0327910049,0.4012586752,1.9322054138,-0.085213427,0.4815,0.0327910049,0.4012586752,1.9322054138,-0.085213427,0.8684420602499999,0.8561602951999999
1,0.303,0.0200249844,0.2188308329,3.6877693547,-1.1439574794,0.2185,0.0281113856,-0.0256004557,4.4795727468,1.3941917029,0.4785,0.0309071189,0.0707291694,5.5101473345,-1.7811087539,0.4785,0.0309071189,0.0707291694,5.5101473345,-1.7811087539,0.71176977605,0.7119888226
10,0.281,0.0356931366,0.0607978212,5.1528837836,1.5295211293,0.2135,0.0231354706,-0.0889221991,2.7803638445,0.5430314515,0.5055,0.0373128664,0.3537512689,2.9731194807,-1.0274724476,0.5055,0.0373128664,0.3537512689,2.9731194807,-1.0274724476,0.92579785416,0.9196138043099997
100,0.2275,0.0342235299,0.1046575342,1.6068733634,-0.2666255239,0.2455,0.0443536921,0.2585778796,2.0833494546,0.2680253672,0.527,0.03318132,0.2849354897,2.5722194587,-0.6744381044,0.527,0.03318132,0.2849354897,2.5722194587,-0.6744381044,0.8440763327,0.8416801229499999
101,0.2645,0.0407093355,0.2551430062,2.1621507649,-0.1234185515,0.246,0.0340440891,0.694684434,2.2739895822,0.6442947024,0.4895,0.0253426518,-0.0708279557,2.5045781203,0.7910880034,0.4895,0.0253426518,-0.0708279557,2.5045781203,0.7910880034,0.78983422385,0.7898593295
102,0.262,0.0320312348,0.0291846354,2.8080549001,0.2544117599,0.262,0.0238956063,0.2777571482,3.5612913713,-1.0945156724,0.476,0.0344818793,-0.1094288838,2.0103591869,-0.4083762674,0.476,0.0344818793,-0.1094288838,2.0103591869,-0.4083762674,0.8067996948999999,0.79016927305
103,0.2255,0.0274271763,0.2189603114,2.8068068974,0.7965260578,0.2935,0.0476995807,0.407850394,2.641446927,-0.5825245616,0.481,0.0497895571,0.7134203169,1.9056284163,0.035340352,0.481,0.0497895571,0.7134203169,1.9056284163,0.035340352,0.7468422740599999,0.7464161064499999
104,0.2775,0.0341504026,0.0080428954,2.549032785,0.7118124472,0.2795,0.0375799148,0.2048436316,2.0678913652,0.387321169,0.443,0.0374966665,0.059527584,2.0579562493,-0.1878972148,0.443,0.0374966665,0.059527584,2.0579562493,-0.1878972148,0.859128586,0.8569751050000001
105,0.267,0.0231516738,-0.4621771218,1.3483027957,-0.2618198241,0.252,0.0296816442,-0.1723180187,3.0815346301,-0.9777996569,0.481,0.0251793566,-0.2694430507,2.5348097802,-0.2867754048,0.481,0.0251793566,-0.2694430507,2.5348097802,-0.2867754048,0.8076559726499999,0.8049653516499999
106,0.2375,0.0264811254,-0.0365744871,2.8550525704,-0.3291619002,0.234,0.023,-0.1274925753,3.096497654,0.646256267,0.5285,0.0253031619,0.308109928,1.669096307,-0.0974053067,0.5285,0.0253031619,0.308109928,1.669096307,-0.0974053067,0.833821745105,0.8309996206549999
107,0.269,0.0261533937,0.225734355,3.0592361752,0.4613469911,0.216,0.0182756669,-0.338925132,1.9033669189,-0.0496389891,0.515,0.033015148,-0.0852713178,2.3308223214,-0.5835519812,0.515,0.033015148,-0.0852713178,2.3308223214,-0.5835519812,0.79972674065,0.7996427671
108,0.2385,0.0278433116,0.2225918178,2.4523506736,-0.1144516863,0.2465,0.0311488363,0.1817441769,1.5736398648,-0.0837795888,0.515,0.0412310563,0.4072900158,2.0962802768,0.4590343374,0.515,0.0412310563,0.4072900158,2.0962802768,0.4590343374,0.88698420754,0.8862789772499999
109,0.237,0.0352987252,-0.4851565021,3.4242494119,0.5233024709,0.261,0.037067506,-0.188464222,3.1641495522,0.4202176219,0.502,0.0328785644,-0.3192458426,2.5362535631,-0.4619640307,0.502,0.0328785644,-0.3192458426,2.5362535631,-0.4619640307,0.8528451131000001,0.8442081804500001
11,0.2885,0.0347167107,0.2549462646,2.5286925963,0.4872937775,0.224,0.0232163735,0.2851577717,3.9105159352,1.0203278154,0.4875,0.0311648841,-0.0782608696,1.8496792435,-0.2440624385,0.4875,0.0311648841,-0.0782608696,1.8496792435,-0.2440624385,0.7740695214,0.7650855382999999
