Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.285,0.0593717104,0.0292648108,2.4172325336,0.2365192629,0.195,0.0934077085,-0.0794954532,3.0598845658,0.6055346557,0.52,0.081240384,-0.3824884793,3.370523416,0.4587955573,0.52,0.081240384,-0.3824884793,3.370523416,0.4587955573,0.8684420602499999,0.8561602951999999
1,0.255,0.0960468636,-0.3081714914,1.6951770331,-0.1422070027,0.265,0.100124922,-0.1007321383,2.4284488281,0.2570355146,0.48,0.0871779789,-0.3636363636,1.5100415512,0.0588632475,0.48,0.0871779789,-0.3636363636,1.5100415512,0.0588632475,0.71176977605,0.7119888226
10,0.245,0.1128051417,-0.0984476321,2.4488750622,0.2288488252,0.32,0.1122497216,-0.1111111111,1.6957671958,0.0254534516,0.435,0.100124922,-0.0772766446,1.8015870548,0.1912822435,0.435,0.100124922,-0.0772766446,1.8015870548,0.1912822435,0.92579785416,0.9196138043099997
100,0.185,0.0634428877,-0.1082639334,4.9356506308,1.4567804776,0.27,0.1053565375,0.1054313099,2.6367177989,-0.4053161171,0.545,0.1128051417,-0.8682201687,3.2270100856,0.6990861374,0.545,0.1128051417,-0.8682201687,3.2270100856,0.6990861374,0.8440763327,0.8416801229499999
101,0.25,0.0632455532,-0.8,1.5625,-0.0,0.19,0.06244998,0.3315508021,1.7337278107,0.3818440591,0.56,0.0768114575,0.1341256367,3.2194771617,-0.1721141535,0.56,0.0768114575,0.1341256367,3.2194771617,-0.1721141535,0.78983422385,0.7898593295
102,0.22,0.12489996,-0.4471925134,1.826183432,-0.1893823358,0.265,0.0776208735,0.0681914443,2.0842788519,-0.0256593511,0.515,0.1342572158,-0.2767549768,1.8524452669,0.3917377524,0.515,0.1342572158,-0.2767549768,1.8524452669,0.3917377524,0.8067996948999999,0.79016927305
103,0.265,0.109658561,0.4136883906,2.2804923907,0.4686631935,0.245,0.0722841615,-0.4690572585,1.7091412742,0.5719055472,0.49,0.1319090596,0.0839107005,1.7413793103,0.4783860068,0.49,0.1319090596,0.0839107005,1.7413793103,0.4783860068,0.7468422740599999,0.7464161064499999
104,0.245,0.065,-0.3175885643,2.8016175904,-0.9066909422,0.25,0.0774596669,0.6,1.4583333333,0.1613743061,0.505,0.0788986692,0.1135500211,2.0466927953,0.2931929063,0.505,0.0788986692,0.1135500211,2.0466927953,0.2931929063,0.859128586,0.8569751050000001
105,0.215,0.0923309266,-0.0893944249,1.4211866083,-0.0628873968,0.265,0.0672681202,-0.0216546363,1.8014407375,-0.0640629209,0.52,0.1208304597,-0.1481218994,2.2730343404,0.2499823266,0.52,0.1208304597,-0.1481218994,2.2730343404,0.2499823266,0.8076559726499999,0.8049653516499999
106,0.275,0.0981070844,0.0206896552,1.906729634,0.3177021453,0.245,0.085,0.2330168006,3.2942254044,-0.820679829,0.48,0.1122497216,0.6986817326,3.7649281935,1.0881350564,0.48,0.1122497216,0.6986817326,3.7649281935,1.0881350564,0.833821745105,0.8309996206549999
107,0.24,0.0888819442,-0.1787072243,2.7122256049,-0.6579627978,0.245,0.0788986692,-0.1972679791,2.2789471138,0.6230349258,0.515,0.1119151464,-0.6536692661,2.7645188665,0.6388501313,0.515,0.1119151464,-0.6536692661,2.7645188665,0.6388501313,0.79972674065,0.7996427671
108,0.23,0.1004987562,-0.4722863741,1.8279580433,0.3339778292,0.225,0.1167261753,-0.1291866029,2.0558033836,-0.5658974579,0.545,0.1556438242,-0.029501775,3.2683114634,0.809182588,0.545,0.1556438242,-0.029501775,3.2683114634,0.809182588,0.88698420754,0.8862789772499999
109,0.27,0.1452583905,-0.1999022483,1.8875811415,-0.3259431102,0.26,0.0860232527,0.0124309392,2.323228634,-0.3110409793,0.47,0.153622915,-0.2364620939,2.4519175524,0.9656596978,0.47,0.153622915,-0.2364620939,2.4519175524,0.9656596978,0.8528451131000001,0.8442081804500001
11,0.34,0.0994987437,-0.2683438155,1.576063667,0.2010075631,0.305,0.1011187421,0.1181657848,2.2372953294,0.3713951682,0.355,0.0878919792,0.2327614115,2.0994438684,0.3998730192,0.355,0.0878919792,0.2327614115,2.0994438684,0.3998730192,0.7740695214,0.7650855382999999
110,0.29,0.07,-0.0970464135,2.1645147855,-0.7346938776,0.255,0.0878919792,-0.2695247591,1.948628523,0.5103351792,0.455,0.0722841615,-0.1823839157,3.7970055631,-0.1747489172,0.455,0.0722841615,-0.1823839157,3.7970055631,-0.1747489172,0.8498062316,0.8361384991499999
