Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.252,0.0474973683,0.0080822924,1.9720838992,0.6145917211,0.262,0.0602992537,0.4425242502,1.6847258983,0.0135736646,0.486,0.067557383,0.1491974388,3.2338262867,-0.4773038465,0.486,0.067557383,0.1491974388,3.2338262867,-0.4773038465,0.8684420602499999,0.8561602951999999
1,0.224,0.0463033476,0.3882091212,2.466139452,-0.9206000834,0.298,0.0582752091,-0.256056653,4.1399734462,-0.7256902768,0.478,0.0712460525,-0.0074291779,2.1787766842,-0.0374289743,0.478,0.0712460525,-0.0074291779,2.1787766842,-0.0374289743,0.71176977605,0.7119888226
10,0.25,0.0392428337,-0.0849673203,1.906729634,-0.3177021453,0.258,0.0718052923,0.168283032,3.4909802524,0.6000193064,0.492,0.084,-0.2403540626,3.4687553026,-0.8931000972,0.492,0.084,-0.2403540626,3.4687553026,-0.8931000972,0.92579785416,0.9196138043099997
100,0.22,0.0619677335,-0.4166666667,2.9557291667,0.0605153648,0.302,0.0689637586,-0.1067742215,2.8968495198,-0.5089885891,0.478,0.0826801064,0.0653516453,2.7621150684,0.0371973728,0.478,0.0826801064,0.0653516453,2.7621150684,0.0371973728,0.8440763327,0.8416801229499999
101,0.306,0.0606959636,-0.0228141033,2.4334794003,0.0566716336,0.226,0.0514198405,0.3629019966,2.8530031745,-1.0754221078,0.468,0.0835224521,0.3794943169,3.4622611733,0.8458968145,0.468,0.0835224521,0.3794943169,3.4622611733,0.8458968145,0.78983422385,0.7898593295
102,0.302,0.0882949602,-0.476634551,1.4632484433,0.1423931933,0.212,0.0574108004,-0.6407815631,2.197238194,0.7589654777,0.486,0.0698856208,0.1184935449,2.3750198713,0.4379215958,0.486,0.0698856208,0.1184935449,2.3750198713,0.4379215958,0.8067996948999999,0.79016927305
103,0.266,0.067557383,0.1679941184,2.2936481906,-0.2437892445,0.26,0.0586515132,-0.0117647059,2.9718766901,-0.1427430013,0.474,0.0657571289,0.3434583136,2.4734840543,-0.3754460092,0.474,0.0657571289,0.3434583136,2.4734840543,-0.3754460092,0.7468422740599999,0.7464161064499999
104,0.252,0.0770454411,-0.1245200219,2.8078624828,0.8618850342,0.24,0.0593295879,0.2413793103,3.4607438017,1.0112997937,0.508,0.0545527268,-0.1856889415,2.2722858134,-0.5712141658,0.508,0.0545527268,-0.1856889415,2.2722858134,-0.5712141658,0.859128586,0.8569751050000001
105,0.218,0.0750732975,-0.459941125,2.8144413813,0.9402308638,0.274,0.0573061951,-0.1130325421,3.6946966134,-0.7942461584,0.508,0.037094474,-0.3259345794,3.4561925365,-1.1585753772,0.508,0.037094474,-0.3259345794,3.4561925365,-1.1585753772,0.8076559726499999,0.8049653516499999
106,0.214,0.0551724569,-0.2286734559,2.4857275077,0.1417607302,0.258,0.0734574707,0.2369702291,2.4338358974,-0.3320479294,0.528,0.0815843122,-0.3296812749,1.7423955251,0.205780512,0.528,0.0815843122,-0.3296812749,1.7423955251,0.205780512,0.833821745105,0.8309996206549999
107,0.264,0.0714422844,0.4118605409,4.0130010515,1.2710788603,0.284,0.0564269439,-0.1362493715,3.2637307139,-0.5514312087,0.452,0.084,0.1842475387,3.2466256344,-0.990281827,0.452,0.084,0.1842475387,3.2466256344,-0.990281827,0.79972674065,0.7996427671
108,0.228,0.0515363949,-0.1080074488,3.0077660038,0.956628901,0.212,0.076,-0.5003198976,2.0905072859,-0.0183700248,0.56,0.0991967741,-0.4135021097,2.2932778108,0.3442283457,0.56,0.0991967741,-0.4135021097,2.2932778108,0.3442283457,0.88698420754,0.8862789772499999
109,0.26,0.0536656315,0.4285714286,1.5509259259,0.0931694991,0.24,0.0521536192,0.28125,3.1574394464,-1.0151007205,0.5,0.0963327566,0.4090909091,2.4442627824,0.5100853827,0.5,0.0963327566,0.4090909091,2.4442627824,0.5100853827,0.8528451131000001,0.8442081804500001
11,0.248,0.0515363949,-0.1345646438,1.3910582087,0.0098187717,0.288,0.0574108004,0.0377921432,2.1230087661,0.2303277586,0.464,0.0611882342,-0.571500758,3.5225728687,-1.1113247658,0.464,0.0611882342,-0.571500758,3.5225728687,-1.1113247658,0.7740695214,0.7650855382999999
110,0.248,0.0722218803,0.3554443054,2.4570175769,0.0061161214,0.236,0.0377359245,-0.1212814645,2.763161217,-0.2465388328,0.516,0.0564269439,0.2781155015,2.1728491705,-0.0897678712,0.516,0.0564269439,0.2781155015,2.1728491705,-0.0897678712,0.8498062316,0.8361384991499999
111,0.292,0.0908625335,-0.1219937936,2.3153731747,0.1773699064,0.222,0.0616116872,0.1258405379,3.4104969903,0.5627550257,0.486,0.0829698741,-0.0436454752,3.2229201365,-1.2720115769,0.486,0.0829698741,-0.0436454752,3.2229201365,-1.2720115769,0.7309061940000001,0.7286684340499999
112,0.258,0.0289136646,0.3600812595,2.4783544333,-0.6195643428,0.25,0.0466904701,0.1961722488,1.5709957074,0.3772649719,0.492,0.0411825206,-0.1316287879,1.6947312211,-0.4178361823,0.492,0.0411825206,-0.1316287879,1.6947312211,-0.4178361823,0.800794240515,0.8017430957000002
113,0.242,0.0582752091,0.6722703345,2.0556256165,-0.098957765,0.258,0.0695413546,-0.1949371305,2.1333362067,-0.4727179866,0.5,0.1015874008,-0.018018018,2.1588245899,0.6593016817,0.5,0.1015874008,-0.018018018,2.1588245899,0.6593016817,0.8269540896499998,0.8260965218999999
114,0.25,0.0859069264,0.0719131615,4.526296076,0.8971706238,0.222,0.0582752091,-0.1330600075,1.8358700945,0.04656836,0.528,0.0688186021,0.1004834254,1.9380250183,-0.5319507658,0.528,0.0688186021,0.1004834254,1.9380250183,-0.5319507658,0.7851663895500002,0.7843682164
115,0.206,0.0323109888,0.258940112,2.5269300216,-0.7769322195,0.32,0.0758946638,0.3445378151,3.599537037,1.0540925534,0.474,0.058685603,0.2953064752,3.1669641087,-0.9390380454,0.474,0.058685603,0.2953064752,3.1669641087,-0.9390380454,0.8987911610499999,0.8985768909
116,0.262,0.0802246845,-0.0721900701,3.2510791342,-0.0825524848,0.202,0.0328024389,-0.7286316596,3.772985448,0.927485663,0.536,0.0861626369,-0.2333579882,3.2873903835,-0.0207106331,0.536,0.0861626369,-0.2333579882,3.2873903835,-0.0207106331,0.9218373355499999,0.9104582165
117,0.268,0.0693974063,0.3752740026,1.9563470602,0.0212555935,0.23,0.0421900462,-0.2810457516,1.9877540715,0.5432880589,0.502,0.0766550716,0.1726831578,2.4809609627,0.712073835,0.502,0.0766550716,0.1726831578,2.4809609627,0.712073835,0.8566465109999999,0.8538438401
118,0.274,0.0600333241,0.0809241257,2.450227334,0.9331110497,0.222,0.0509509568,0.1390848255,1.4845572541,-0.0029031815,0.504,0.0768374908,0.037679588,2.9257055985,-0.4702142262,0.504,0.0768374908,0.037679588,2.9257055985,-0.4702142262,0.8568127195499997,0.84989801805
119,0.256,0.0488262225,-0.4789687924,3.0019818927,0.727411967,0.288,0.0601331855,-0.2449451184,1.6626595661,0.1430453058,0.456,0.0512249939,0.3275996873,1.3965645449,-0.0985608802,0.456,0.0512249939,0.3275996873,1.3965645449,-0.0985608802,0.8322686206000001,0.82438309205
12,0.236,0.0471593045,-0.4436248683,2.1679519694,0.3771084594,0.294,0.0358329457,-0.3351591921,1.9465746645,0.7678413853,0.47,0.0523450093,-0.2690763052,2.5523469551,0.8868726603,0.47,0.0523450093,-0.2690763052,2.5523469551,0.8868726603,0.8048494943549999,0.8037710344499999
120,0.164,0.0344093011,0.0257104195,2.323228634,-0.3110409793,0.304,0.0504380809,-0.3691232529,4.0428384953,-1.2359634147,0.532,0.036,-0.3732833958,3.1957018747,0.0946502058,0.532,0.036,-0.3732833958,3.1957018747,0.0946502058,0.7219717106499999,0.7217303743999999
121,0.28,0.045607017,0.0208333333,1.7899408284,0.4047960089,0.24,0.0675277721,-0.1327433628,2.6269621422,0.6391132628,0.48,0.0663324958,0.1376146789,1.6181818182,-0.3289214668,0.48,0.0663324958,0.1376146789,1.6181818182,-0.3289214668,0.8331208250999997,0.8176994056
122,0.27,0.0581377674,-0.4532871972,3.0441861279,-0.7694435098,0.266,0.0632771681,-0.3985561901,1.4352251145,0.254624039,0.464,0.0643739078,-0.4057704113,2.6297610352,-0.1626597303,0.464,0.0643739078,-0.4057704113,2.6297610352,-0.1626597303,0.8591479798999998,0.8518648898000001
123,0.22,0.0447213595,0.0487804878,1.88,0.4829906831,0.32,0.0379473319,-0.125,2.5,0.7027283689,0.46,0.055136195,-0.1466666667,2.4792243767,0.0286372204,0.46,0.055136195,-0.1466666667,2.4792243767,0.0286372204,0.78517765184,0.77186880752
124,0.27,0.0733484833,-0.4860335196,3.2208648305,-1.0947383528,0.226,0.0429418211,-0.7634806758,1.8357574075,0.0327335888,0.504,0.0488262225,-0.2563915267,2.5695689383,0.1797911664,0.504,0.0488262225,-0.2563915267,2.5695689383,0.1797911664,0.83607879555,0.8330513288999999
125,0.23,0.0560357029,0.4093264249,2.2956306544,0.6001633156,0.272,0.0627375486,-0.7153937947,1.8111243308,-0.444748634,0.498,0.064776539,-0.3995614453,2.7354546206,-0.5637037199,0.498,0.064776539,-0.3995614453,2.7354546206,-0.5637037199,0.8855458708,0.8785777187500001
126,0.218,0.0554616985,0.5111639583,2.5480493303,-0.9093542331,0.304,0.0884533775,-0.1756257694,2.933606835,0.8514415788,0.478,0.0887468309,-0.2111335299,2.9570627613,0.1351474234,0.478,0.0887468309,-0.2111335299,2.9570627613,0.1351474234,0.828640630635,0.8264928513
127,0.308,0.0391918359,-0.5720294427,1.9967447917,0.4688476461,0.186,0.0537028863,0.1581683663,2.092518674,0.2677701093,0.506,0.058685603,-0.151525599,2.7978932203,0.2978132799,0.506,0.058685603,-0.151525599,2.7978932203,0.2978132799,0.806021531065,0.8025293424000001
128,0.208,0.0271293199,0.1161616162,1.7967863894,-0.269241833,0.296,0.0703135833,-0.1378519974,2.1198667798,0.0005523108,0.496,0.0747261668,-0.252276867,2.8197387542,-0.3722473681,0.496,0.0747261668,-0.252276867,2.8197387542,-0.3722473681,0.8721326047599998,0.8617714492599999
