Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.235,0.1283549765,0.0019929714,2.8663215752,0.4337600852,0.246,0.1465742133,-0.1250142106,3.3024217474,0.7360659596,0.519,0.1547223319,-0.0938196537,2.269024475,-0.1893632109,0.519,0.1547223319,-0.0938196537,2.269024475,-0.1893632109,0.8684420602499999,0.8561602951999999
1,0.258,0.1504526504,-0.0838982137,2.8065316127,0.2249863775,0.264,0.1382172203,-0.0861639806,3.1946036716,0.5263726811,0.478,0.1808756479,-0.2010965495,2.3538295338,0.0050534618,0.478,0.1808756479,-0.2010965495,2.3538295338,0.0050534618,0.71176977605,0.7119888226
10,0.249,0.1493284969,0.0079263523,2.8542321239,0.4607973178,0.305,0.1409787218,0.1147058454,3.5405767177,0.3825011861,0.446,0.1608850521,0.0120420293,3.017360576,0.2523016391,0.446,0.1608850521,0.0120420293,3.017360576,0.2523016391,0.92579785416,0.9196138043099997
100,0.216,0.1309350984,0.1682988314,3.2783767441,0.58491646,0.272,0.1536749817,0.0732710385,2.6433078304,0.2605805773,0.512,0.1620370328,-0.0462286353,2.3878169886,0.1723035825,0.512,0.1620370328,-0.0462286353,2.3878169886,0.1723035825,0.8440763327,0.8416801229499999
101,0.254,0.1417180299,0.0035650229,5.8730101945,0.9517483731,0.284,0.1598249042,-0.0526299085,3.0906432987,0.1298712193,0.462,0.1521709565,-0.0078836518,2.6866059107,0.0098351984,0.462,0.1521709565,-0.0078836518,2.6866059107,0.0098351984,0.78983422385,0.7898593295
102,0.265,0.1359227722,0.1557299799,3.0349116771,0.1484365943,0.234,0.1266649123,0.0520260693,2.5475714038,0.3169984464,0.501,0.1627851345,0.191625174,2.3383736966,0.1647104209,0.501,0.1627851345,0.191625174,2.3383736966,0.1647104209,0.8067996948999999,0.79016927305
103,0.291,0.1470340097,0.0511711757,2.2956135303,0.2310490048,0.283,0.1356871401,-0.1239697037,2.9738039973,0.429870122,0.426,0.1610093165,-0.0099253012,3.0981429558,0.1342480256,0.426,0.1610093165,-0.0099253012,3.0981429558,0.1342480256,0.7468422740599999,0.7464161064499999
104,0.294,0.1405844942,0.013339648,2.7088335744,0.3656518384,0.232,0.1406271666,0.0504091952,4.6045888711,0.844552252,0.474,0.1610093165,0.0999179955,2.3610590829,0.0238734711,0.474,0.1610093165,0.0999179955,2.3610590829,0.0238734711,0.859128586,0.8569751050000001
105,0.271,0.150529067,0.132469849,2.6584703075,0.4473158627,0.233,0.1208759695,-0.07081385,2.8794371054,0.2987194309,0.496,0.1580632785,0.0838764832,2.8663865719,-0.1013225209,0.496,0.1580632785,0.0838764832,2.8663865719,-0.1013225209,0.8076559726499999,0.8049653516499999
106,0.271,0.1387767992,0.021900108,3.1674143805,0.4377299959,0.254,0.1388668427,-0.1585658463,3.4096135103,0.4774353365,0.475,0.1558043645,-0.1382951326,3.1533683834,-0.4848431554,0.475,0.1558043645,-0.1382951326,3.1533683834,-0.4848431554,0.833821745105,0.8309996206549999
