Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,COMOLSD
4,COMOLSD
5,COMOLSD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,MOEAD
10,COMOLSD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,COMOLSD
16,COMOLSD
17,MOEAD
18,COMOLSD
19,COMOLSD
20,COMOLSD
21,MOEAD
22,MOEAD
23,COMOLSD
24,MOEAD
25,COMOLSD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,COMOLSD
30,MOEAD
31,MOEAD
32,COMOLSD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,MOEAD
37,MOEAD
38,MOEAD
39,COMOLSD
40,MOEAD
41,COMOLSD
42,COMOLSD
43,COMOLSD
44,COMOLSD
45,COMOLSD
46,MOEAD
47,COMOLSD
48,COMOLSD
49,COMOLSD
50,COMOLSD
51,COMOLSD
52,COMOLSD
53,MOEAD
54,COMOLSD
55,MOEAD
56,MOEAD
57,COMOLSD
58,MOEAD
59,MOEAD
60,COMOLSD
61,COMOLSD
62,MOEAD
63,MOEAD
64,COMOLSD
65,MOEAD
66,COMOLSD
67,MOEAD
68,COMOLSD
69,MOEAD
70,COMOLSD
71,COMOLSD
72,COMOLSD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,COMOLSD
78,COMOLSD
79,COMOLSD
80,COMOLSD
81,COMOLSD
82,COMOLSD
83,MOEAD
84,MOEAD
85,MOEAD
86,MOEAD
87,COMOLSD
88,MOEAD
89,COMOLSD
90,MOEAD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,MOEAD
96,COMOLSD
97,MOEAD
98,COMOLSD
99,COMOLSD
