Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,COMOLSD
3,COMOLSD
4,COMOLSD
5,MOEAD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,COMOLSD
10,MOEAD
11,COMOLSD
12,MOEAD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,MOEAD
17,COMOLSD
18,COMOLSD
19,COMOLSD
20,COMOLSD
21,MOEAD
22,MOEAD
23,COMOLSD
24,COMOLSD
25,MOEAD
26,MOEAD
27,COMOLSD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,MOEAD
32,MOEAD
33,MOEAD
34,COMOLSD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,COMOLSD
42,COMOLSD
43,MOEAD
44,COMOLSD
45,MOEAD
46,COMOLSD
47,COMOLSD
48,COMOLSD
49,COMOLSD
50,COMOLSD
51,MOEAD
52,MOEAD
53,MOEAD
54,MOEAD
55,COMOLSD
56,MOEAD
57,MOEAD
58,MOEAD
59,MOEAD
60,MOEAD
61,MOEAD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,COMOLSD
67,COMOLSD
68,COMOLSD
69,COMOLSD
70,MOEAD
71,COMOLSD
72,COMOLSD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,COMOLSD
78,MOEAD
79,MOEAD
80,COMOLSD
81,MOEAD
82,COMOLSD
83,COMOLSD
84,COMOLSD
85,MOEAD
86,MOEAD
87,COMOLSD
88,MOEAD
89,COMOLSD
90,COMOLSD
91,MOEAD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,MOEAD
96,COMOLSD
97,MOEAD
98,COMOLSD
99,COMOLSD
