Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 42970 | GridSize: 300
Generation 2 | Revalues: 47760 | GridSize: 300
Generation 3 | Revalues: 52290 | GridSize: 299
Generation 4 | Revalues: 54660 | GridSize: 300
Generation 5 | Revalues: 56820 | GridSize: 300
Generation 6 | Revalues: 58570 | GridSize: 300
Generation 7 | Revalues: 61740 | GridSize: 300
Generation 8 | Revalues: 63410 | GridSize: 300
Generation 9 | Revalues: 65650 | GridSize: 300
Generation 10 | Revalues: 67440 | GridSize: 300
Generation 11 | Revalues: 69870 | GridSize: 300
Generation 12 | Revalues: 71920 | GridSize: 300
Generation 13 | Revalues: 74710 | GridSize: 300
Generation 14 | Revalues: 76710 | GridSize: 300
Generation 15 | Revalues: 78990 | GridSize: 298
Generation 16 | Revalues: 80720 | GridSize: 300
Generation 17 | Revalues: 82830 | GridSize: 300
Generation 18 | Revalues: 84470 | GridSize: 300
Generation 19 | Revalues: 86450 | GridSize: 300
Generation 20 | Revalues: 87830 | GridSize: 300
Generation 21 | Revalues: 89070 | GridSize: 300
Generation 22 | Revalues: 90980 | GridSize: 300
Generation 23 | Revalues: 92310 | GridSize: 300
Generation 24 | Revalues: 93770 | GridSize: 300
Generation 25 | Revalues: 95170 | GridSize: 300
Generation 26 | Revalues: 96490 | GridSize: 300
Generation 27 | Revalues: 98390 | GridSize: 300
Generation 28 | Revalues: 100300 | GridSize: 300
Generation 29 | Revalues: 101870 | GridSize: 300
Generation 30 | Revalues: 103100 | GridSize: 300
Generation 31 | Revalues: 104300 | GridSize: 300
Generation 32 | Revalues: 105780 | GridSize: 300
Generation 33 | Revalues: 107490 | GridSize: 300
Generation 34 | Revalues: 108710 | GridSize: 299
Generation 35 | Revalues: 110400 | GridSize: 300
Generation 36 | Revalues: 112190 | GridSize: 300
Generation 37 | Revalues: 113660 | GridSize: 300
Generation 38 | Revalues: 115260 | GridSize: 300
Generation 39 | Revalues: 117030 | GridSize: 300
Generation 40 | Revalues: 118420 | GridSize: 300
Generation 41 | Revalues: 119850 | GridSize: 299
Generation 42 | Revalues: 121310 | GridSize: 300
Generation 43 | Revalues: 122590 | GridSize: 300
Generation 44 | Revalues: 123920 | GridSize: 299
Generation 45 | Revalues: 125160 | GridSize: 300
Generation 46 | Revalues: 126350 | GridSize: 300
Generation 47 | Revalues: 128010 | GridSize: 300
Generation 48 | Revalues: 129300 | GridSize: 300
Generation 49 | Revalues: 130750 | GridSize: 300
Generation 50 | Revalues: 132330 | GridSize: 300
Generation 51 | Revalues: 133650 | GridSize: 300
Generation 52 | Revalues: 135040 | GridSize: 300
Generation 53 | Revalues: 136430 | GridSize: 300
Generation 54 | Revalues: 137730 | GridSize: 300
Generation 55 | Revalues: 139270 | GridSize: 300
Generation 56 | Revalues: 140350 | GridSize: 300
Generation 57 | Revalues: 141580 | GridSize: 300
Generation 58 | Revalues: 142660 | GridSize: 300
Generation 59 | Revalues: 144120 | GridSize: 300
Generation 60 | Revalues: 145480 | GridSize: 300
Generation 61 | Revalues: 146750 | GridSize: 300
Generation 62 | Revalues: 147910 | GridSize: 300
Generation 63 | Revalues: 149320 | GridSize: 300
Generation 64 | Revalues: 150810 | GridSize: 300
Generation 65 | Revalues: 152250 | GridSize: 300
Generation 66 | Revalues: 153860 | GridSize: 300
Generation 67 | Revalues: 155320 | GridSize: 300
Generation 68 | Revalues: 156590 | GridSize: 300
Generation 69 | Revalues: 157870 | GridSize: 300
Generation 70 | Revalues: 159340 | GridSize: 300
Generation 71 | Revalues: 160470 | GridSize: 300
Generation 72 | Revalues: 161920 | GridSize: 300
Generation 73 | Revalues: 163630 | GridSize: 300
Generation 74 | Revalues: 164820 | GridSize: 300
Generation 75 | Revalues: 166090 | GridSize: 300
Generation 76 | Revalues: 167360 | GridSize: 300
Generation 77 | Revalues: 168680 | GridSize: 300
Generation 78 | Revalues: 169830 | GridSize: 300
Generation 79 | Revalues: 170970 | GridSize: 300
Generation 80 | Revalues: 172190 | GridSize: 300
Generation 81 | Revalues: 173340 | GridSize: 300
Generation 82 | Revalues: 174530 | GridSize: 300
Generation 83 | Revalues: 175810 | GridSize: 300
Generation 84 | Revalues: 177120 | GridSize: 300
Generation 85 | Revalues: 178230 | GridSize: 300
Generation 86 | Revalues: 179560 | GridSize: 300
Generation 87 | Revalues: 180780 | GridSize: 300
Generation 88 | Revalues: 181980 | GridSize: 300
Generation 89 | Revalues: 183190 | GridSize: 300
Generation 90 | Revalues: 184430 | GridSize: 300
Generation 91 | Revalues: 185930 | GridSize: 300
Generation 92 | Revalues: 187280 | GridSize: 300
Generation 93 | Revalues: 188470 | GridSize: 300
Generation 94 | Revalues: 189630 | GridSize: 300
Generation 95 | Revalues: 191010 | GridSize: 300
Generation 96 | Revalues: 192260 | GridSize: 300
Generation 97 | Revalues: 193510 | GridSize: 300
Generation 98 | Revalues: 194890 | GridSize: 300
Generation 99 | Revalues: 195990 | GridSize: 300
Generation 100 | Revalues: 197310 | GridSize: 300
Generation 101 | Revalues: 198580 | GridSize: 298
Generation 102 | Revalues: 199910 | GridSize: 300
Generation 103 | Revalues: 201060 | GridSize: 300
Generation 104 | Revalues: 202250 | GridSize: 300
Generation 105 | Revalues: 203430 | GridSize: 300
Generation 106 | Revalues: 204520 | GridSize: 300
Generation 107 | Revalues: 205790 | GridSize: 300
Generation 108 | Revalues: 207010 | GridSize: 300
Generation 109 | Revalues: 208320 | GridSize: 300
Generation 110 | Revalues: 209640 | GridSize: 300
Generation 111 | Revalues: 210890 | GridSize: 300
Generation 112 | Revalues: 212080 | GridSize: 300
Generation 113 | Revalues: 213450 | GridSize: 300
Generation 114 | Revalues: 215130 | GridSize: 300
Generation 115 | Revalues: 216330 | GridSize: 300
Generation 116 | Revalues: 217580 | GridSize: 300
Generation 117 | Revalues: 218770 | GridSize: 300
Generation 118 | Revalues: 219990 | GridSize: 299
Generation 119 | Revalues: 221420 | GridSize: 299
Generation 120 | Revalues: 222600 | GridSize: 300
Generation 121 | Revalues: 224080 | GridSize: 300
Generation 122 | Revalues: 225460 | GridSize: 300
Generation 123 | Revalues: 226560 | GridSize: 300
Generation 124 | Revalues: 227790 | GridSize: 300
Generation 125 | Revalues: 228890 | GridSize: 300
Generation 126 | Revalues: 230010 | GridSize: 300
Generation 127 | Revalues: 231150 | GridSize: 300
Generation 128 | Revalues: 232230 | GridSize: 300
Generation 129 | Revalues: 233350 | GridSize: 300
Generation 130 | Revalues: 234500 | GridSize: 300
Generation 131 | Revalues: 235750 | GridSize: 300
Generation 132 | Revalues: 236850 | GridSize: 300
Generation 133 | Revalues: 238190 | GridSize: 299
Generation 134 | Revalues: 239300 | GridSize: 300
Generation 135 | Revalues: 240550 | GridSize: 300
Generation 136 | Revalues: 241790 | GridSize: 300
Generation 137 | Revalues: 242960 | GridSize: 300
Generation 138 | Revalues: 244050 | GridSize: 299
Generation 139 | Revalues: 245330 | GridSize: 300
Generation 140 | Revalues: 246490 | GridSize: 300
Generation 141 | Revalues: 247830 | GridSize: 300
Generation 142 | Revalues: 248870 | GridSize: 300
Generation 143 | Revalues: 250080 | GridSize: 300
Generation 144 | Revalues: 251360 | GridSize: 300
Generation 145 | Revalues: 252600 | GridSize: 300
Generation 146 | Revalues: 253850 | GridSize: 300
Generation 147 | Revalues: 255230 | GridSize: 300
Generation 148 | Revalues: 256480 | GridSize: 300
Generation 149 | Revalues: 257520 | GridSize: 300
Generation 150 | Revalues: 258610 | GridSize: 300
