Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,MOEAD
4,MOEAD
5,MOEAD
6,MOEAD
7,COMOLSD
8,MOEAD
9,COMOLSD
10,COMOLSD
11,MOEAD
12,MOEAD
13,MOEAD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,MOEAD
18,COMOLSD
19,MOEAD
20,COMOLSD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,MOEAD
25,COMOLSD
26,COMOLSD
27,MOEAD
28,MOEAD
29,COMOLSD
30,MOEAD
31,COMOLSD
32,MOEAD
33,MOEAD
34,COMOLSD
35,COMOLSD
36,COMOLSD
37,MOEAD
38,COMOLSD
39,MOEAD
40,MOEAD
41,COMOLSD
42,COMOLSD
43,COMOLSD
44,COMOLSD
45,MOEAD
46,MOEAD
47,COMOLSD
48,MOEAD
49,COMOLSD
50,MOEAD
51,COMOLSD
52,COMOLSD
53,COMOLSD
54,COMOLSD
55,MOEAD
56,COMOLSD
57,MOEAD
58,COMOLSD
59,MOEAD
60,MOEAD
61,COMOLSD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,MOEAD
66,MOEAD
67,COMOLSD
68,MOEAD
69,COMOLSD
70,COMOLSD
71,MOEAD
72,COMOLSD
73,MOEAD
74,MOEAD
75,COMOLSD
76,COMOLSD
77,COMOLSD
78,MOEAD
79,MOEAD
80,MOEAD
81,COMOLSD
82,MOEAD
83,COMOLSD
84,COMOLSD
85,COMOLSD
86,MOEAD
87,COMOLSD
88,COMOLSD
89,MOEAD
90,MOEAD
91,COMOLSD
92,COMOLSD
93,MOEAD
94,COMOLSD
95,MOEAD
96,MOEAD
97,MOEAD
98,MOEAD
99,MOEAD
