Instance,SBS_Prediction
71,0.8081706049330003
129,0.7234755155173004
22,0.7002498513656005
183,0.8747984832210899
429,0.7946778816487998
64,0.7983631402548
481,0.8040032114647007
241,0.7982592436612005
281,0.8074575208221502
84,0.8001629881608002
161,0.7937046687893501
103,0.8075710028591001
209,0.7946725945042499
206,0.7978819129903998
244,0.8092558022044501
336,0.8052569950416
331,0.8058035514477503
0,0.7922203026382003
261,0.7894468352133995
504,0.7956133874469
407,0.8002047614426501
440,0.8004392663258001
230,0.8003083780584997
430,0.7922375091542004
A,0.7909540077893498
357,0.80729400918075
202,0.8018576790306499
345,0.7968674552876996
232,0.8072537449366
127,0.7986670620932499
20,0.8087122701698003
387,0.8002714887185999
67,0.8033276413546001
502,0.7932801019542006
94,0.7909278655812997
74,0.7984164711993498
23,0.7989962540639003
156,0.8008297621584499
394,0.7971649130415994
121,0.7982927801278001
242,0.7956265379146497
80,0.80893298565355
11,0.7896249498307997
59,0.7954434925600999
179,0.8024369018041995
427,0.7916186506080498
340,0.8006786085345504
137,0.8104830575427502
366,0.7950900202720503
322,0.80794157911685
81,0.79954613521855
237,0.8006819934933498
69,0.7925963922551503
239,0.7936173368363001
497,0.8040213460319998
