Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,COMOLSD
3,COMOLSD
4,COMOLSD
5,MOEAD
6,COMOLSD
7,COMOLSD
8,COMOLSD
9,MOEAD
10,COMOLSD
11,COMOLSD
12,MOEAD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,COMOLSD
18,MOEAD
19,MOEAD
20,MOEAD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,COMOLSD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,COMOLSD
30,MOEAD
31,COMOLSD
32,MOEAD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,COMOLSD
42,COMOLSD
43,COMOLSD
44,COMOLSD
45,COMOLSD
46,COMOLSD
47,COMOLSD
48,MOEAD
49,COMOLSD
50,MOEAD
51,MOEAD
52,COMOLSD
53,MOEAD
54,MOEAD
55,COMOLSD
56,MOEAD
57,COMOLSD
58,COMOLSD
59,COMOLSD
60,COMOLSD
61,COMOLSD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,MOEAD
66,COMOLSD
67,MOEAD
68,MOEAD
69,COMOLSD
70,COMOLSD
71,MOEAD
72,COMOLSD
73,COMOLSD
74,COMOLSD
75,MOEAD
76,MOEAD
77,COMOLSD
78,COMOLSD
79,MOEAD
80,COMOLSD
81,COMOLSD
82,MOEAD
83,COMOLSD
84,COMOLSD
85,COMOLSD
86,COMOLSD
87,COMOLSD
88,COMOLSD
89,MOEAD
90,COMOLSD
91,MOEAD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,COMOLSD
96,COMOLSD
97,MOEAD
98,MOEAD
99,COMOLSD
