Instance,SBS_Prediction
71,0.8581950083869654
129,0.8390895759226477
22,0.8544858824525997
183,0.8314140957024613
429,0.8250845598341203
64,0.8425174787557032
481,0.8661526219046656
241,0.8560544197460186
281,0.860742787175845
84,0.8644062172609742
161,0.8454332602944892
103,0.8436116628322777
209,0.8445522869253019
206,0.8532051455011714
244,0.8499885119017729
336,0.8638632925524345
331,0.8585766966989152
0,0.8578624244369567
261,0.8628251468615916
504,0.862014138420633
407,0.8410388485872171
440,0.8548543544271695
230,0.8564000465541871
430,0.8635315607334507
A,0.8523518297753574
357,0.8449317926733481
202,0.8430117366599527
345,0.8517828354203212
232,0.8535223089335662
127,0.8689541509492311
20,0.8623971661189342
387,0.8588183454977244
67,0.8561871035678726
502,0.8458666623621692
94,0.8632198523167225
74,0.8579821250929441
23,0.8482157629256969
156,0.8458102676954607
394,0.8377698643553165
121,0.8615858909258093
242,0.8421545837983454
80,0.8572394380814542
11,0.8545406793159873
59,0.8587608742442214
179,0.8437373234215509
427,0.8494797567912982
340,0.8533595599893803
137,0.8583286377851365
366,0.8607830944393788
322,0.8442865700004287
81,0.85707637659434
237,0.8422589592248308
69,0.8404758432773503
239,0.8546555743329379
497,0.8389457868952863
496,0.850654966339098
