Instance,SBS_Prediction
71,0.7179867841356702
129,0.7472707153585729
22,0.6946248103536748
183,0.7553085351378638
429,0.6481859971599654
64,0.6397779908462647
481,0.7496685207304331
241,0.7627811241121217
281,0.7315321959486564
84,0.7360092818345013
161,0.7988638560141397
103,0.6359737809940166
209,0.617684407482404
206,0.6309139619766223
244,0.6474660117992557
336,0.63086355644393
331,0.6310006591661399
0,0.6395638726912314
261,0.6244807744913289
504,0.6297407631404374
407,0.6275405624040389
440,0.6359765808352464
230,0.624256387387533
430,0.6368680606979827
A,0.6350202182523428
357,0.6511072483617194
202,0.6183375239620983
345,0.6274492344359109
232,0.6537045191704622
127,0.6394826377645103
20,0.6438722637933357
387,0.6171523396056628
67,0.6406875273266042
502,0.6280475922887053
94,0.625706657855683
74,0.6467945502138531
23,0.6242607226334046
156,0.6339213177567999
394,0.6391671297447562
121,0.6169339819454094
242,0.6220586247697814
80,0.6290190947519912
11,0.6119522677724314
59,0.6182455082845105
179,0.6474641139472955
427,0.6440866383898354
340,0.6156897749237067
137,0.6500728406028351
366,0.6364182482067807
322,0.6414498622121587
81,0.6468411757495545
237,0.6295114519610086
69,0.6218455281700462
239,0.630212588955644
497,0.6367909491335605
496,0.6288452402424687
92,0.6192215957140818
168,0.6272409785758968
14,0.6540962125579131
367,0.6136623157588706
247,0.6348163138359756
