Feature,Importance
IND_sd,0.12525306984125126
INC_sd,0.10749661709340186
INC_avg,0.09823066891551407
INF_sd,0.09461903753454376
INC_sk,0.07387996816142232
SUP_r1,0.07291248908413776
IND_kr,0.06753827474041872
IND_sk,0.05895798598321708
INC_r1,0.05240043334899941
IND_avg,0.04969323436325586
INF_avg,0.0417143726626867
INF_sk,0.03935263809820313
INC_kr,0.025081743196958124
IND_r1,0.02205274417958247
SUP_kr,0.015795310038033097
SUP_sk,0.014004494441787987
SUP_avg,0.01117126152600549
INF_r1,0.010363309204765789
INF_kr,0.009880847576877903
SUP_sd,0.00960150000893736
