Feature,Importance
SUP_avg,0.20436119224779004
INC_sk,0.14957411093586134
SUP_sd,0.12666314798251607
IND_r1,0.07950211469360985
IND_kr,0.07600023850317611
INF_r1,0.07286218455274196
SUP_kr,0.05601559628793222
INC_avg,0.042907261523566345
IND_sk,0.04144283931269401
INC_r1,0.01855512354234767
INC_kr,0.01688521596621962
INF_sd,0.016765136804431032
SUP_sk,0.016411339773990535
INF_avg,0.01628562057476044
INC_sd,0.015575991772978694
SUP_r1,0.011901709247847584
INF_sk,0.011148787512343447
IND_avg,0.010274902565023208
INF_kr,0.009990326011655384
IND_sd,0.006877160188514539
