Feature,Importance
INC_sd,0.22557524675737203
SUP_sd,0.17515111814955264
INF_sd,0.15670391833992753
SUP_avg,0.1269416595085617
INF_avg,0.10641342108650623
INC_avg,0.054772950688215964
IND_r1,0.028036978444813315
INC_sk,0.026990902026504403
IND_avg,0.02212530129540275
IND_sk,0.014354040174453887
IND_kr,0.010228298893442957
INC_kr,0.008215471635383461
INC_r1,0.007131232221061056
INF_kr,0.006340449602605671
SUP_sk,0.00611717648529201
SUP_r1,0.005776349391075667
SUP_kr,0.005569437131873899
INF_sk,0.0054834291546593935
INF_r1,0.00541817466063445
IND_sd,0.0026544443526609397
