Feature,Importance
INF_sd,0.23064078202002627
INC_sd,0.14302380831022696
INC_avg,0.10292573406710367
IND_avg,0.09693369644529565
INC_sk,0.07566933577166654
INF_avg,0.05752609977960966
IND_r1,0.046691083311828495
INC_kr,0.04395336195756913
INC_r1,0.03431623711260566
IND_kr,0.030378306850546245
IND_sd,0.026998901336375326
INF_kr,0.022254101480658418
INF_sk,0.020247908562772508
INF_r1,0.01651224834126255
SUP_sd,0.01302015993740252
SUP_kr,0.01070063592956002
SUP_sk,0.010126278549832357
SUP_r1,0.006961861141034078
IND_sk,0.006230238956751339
SUP_avg,0.004889220137872617
