Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 17020 | GridSize: 198
Generation 2 | Revalues: 23160 | GridSize: 198
Generation 3 | Revalues: 25980 | GridSize: 205
Generation 4 | Revalues: 28060 | GridSize: 235
Generation 5 | Revalues: 29990 | GridSize: 246
Generation 6 | Revalues: 31820 | GridSize: 256
Generation 7 | Revalues: 34400 | GridSize: 283
Generation 8 | Revalues: 35760 | GridSize: 286
Generation 9 | Revalues: 37500 | GridSize: 297
Generation 10 | Revalues: 39460 | GridSize: 296
Generation 11 | Revalues: 40720 | GridSize: 290
Generation 12 | Revalues: 42220 | GridSize: 292
Generation 13 | Revalues: 43280 | GridSize: 300
Generation 14 | Revalues: 44720 | GridSize: 300
Generation 15 | Revalues: 46190 | GridSize: 300
Generation 16 | Revalues: 47650 | GridSize: 291
Generation 17 | Revalues: 48920 | GridSize: 291
Generation 18 | Revalues: 50370 | GridSize: 300
Generation 19 | Revalues: 52170 | GridSize: 300
Generation 20 | Revalues: 53500 | GridSize: 287
Generation 21 | Revalues: 55260 | GridSize: 299
Generation 22 | Revalues: 56630 | GridSize: 294
Generation 23 | Revalues: 58100 | GridSize: 292
Generation 24 | Revalues: 59640 | GridSize: 300
Generation 25 | Revalues: 61250 | GridSize: 297
Generation 26 | Revalues: 62540 | GridSize: 299
Generation 27 | Revalues: 63990 | GridSize: 297
Generation 28 | Revalues: 65700 | GridSize: 300
Generation 29 | Revalues: 67330 | GridSize: 300
Generation 30 | Revalues: 68580 | GridSize: 299
Generation 31 | Revalues: 70080 | GridSize: 297
Generation 32 | Revalues: 71380 | GridSize: 300
Generation 33 | Revalues: 72820 | GridSize: 300
Generation 34 | Revalues: 74090 | GridSize: 300
Generation 35 | Revalues: 75250 | GridSize: 295
Generation 36 | Revalues: 76410 | GridSize: 300
Generation 37 | Revalues: 77730 | GridSize: 296
Generation 38 | Revalues: 78900 | GridSize: 300
Generation 39 | Revalues: 80170 | GridSize: 298
Generation 40 | Revalues: 81290 | GridSize: 300
