Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,MOEAD
3,MOEAD
4,MOEAD
5,COMOLSD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,MOEAD
10,COMOLSD
11,COMOLSD
12,MOEAD
13,COMOLSD
14,MOEAD
15,COMOLSD
16,COMOLSD
17,MOEAD
18,COMOLSD
19,COMOLSD
20,MOEAD
21,MOEAD
22,COMOLSD
23,COMOLSD
24,MOEAD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,MOEAD
30,MOEAD
31,COMOLSD
32,MOEAD
33,COMOLSD
34,MOEAD
35,COMOLSD
36,MOEAD
37,MOEAD
38,COMOLSD
39,MOEAD
40,MOEAD
41,MOEAD
42,MOEAD
43,COMOLSD
44,MOEAD
45,MOEAD
46,MOEAD
47,COMOLSD
48,COMOLSD
49,MOEAD
50,MOEAD
51,MOEAD
52,MOEAD
53,COMOLSD
54,MOEAD
55,MOEAD
56,MOEAD
57,MOEAD
58,COMOLSD
59,MOEAD
60,MOEAD
61,MOEAD
62,COMOLSD
63,COMOLSD
64,MOEAD
65,MOEAD
66,COMOLSD
67,MOEAD
68,COMOLSD
69,MOEAD
70,MOEAD
71,MOEAD
72,COMOLSD
73,MOEAD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,COMOLSD
78,MOEAD
79,MOEAD
80,COMOLSD
81,COMOLSD
82,COMOLSD
83,MOEAD
84,COMOLSD
85,COMOLSD
86,MOEAD
87,COMOLSD
88,MOEAD
89,MOEAD
90,COMOLSD
91,MOEAD
92,MOEAD
93,MOEAD
94,MOEAD
95,MOEAD
96,MOEAD
97,COMOLSD
98,COMOLSD
99,MOEAD
