Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,COMOLSD
3,COMOLSD
4,MOEAD
5,MOEAD
6,MOEAD
7,MOEAD
8,COMOLSD
9,COMOLSD
10,MOEAD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,COMOLSD
16,MOEAD
17,MOEAD
18,MOEAD
19,MOEAD
20,COMOLSD
21,MOEAD
22,MOEAD
23,MOEAD
24,COMOLSD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,COMOLSD
30,MOEAD
31,COMOLSD
32,COMOLSD
33,MOEAD
34,MOEAD
35,MOEAD
36,MOEAD
37,COMOLSD
38,MOEAD
39,MOEAD
40,MOEAD
41,MOEAD
42,COMOLSD
43,MOEAD
44,MOEAD
45,COMOLSD
46,COMOLSD
47,MOEAD
48,COMOLSD
49,COMOLSD
50,MOEAD
51,MOEAD
52,MOEAD
53,COMOLSD
54,COMOLSD
55,MOEAD
56,MOEAD
57,COMOLSD
58,MOEAD
59,MOEAD
60,MOEAD
61,MOEAD
62,MOEAD
63,COMOLSD
64,MOEAD
65,MOEAD
66,MOEAD
67,COMOLSD
68,COMOLSD
69,MOEAD
70,MOEAD
71,COMOLSD
72,MOEAD
73,MOEAD
74,MOEAD
75,COMOLSD
76,COMOLSD
77,MOEAD
78,MOEAD
79,COMOLSD
80,MOEAD
81,COMOLSD
82,MOEAD
83,COMOLSD
84,MOEAD
85,MOEAD
86,MOEAD
87,COMOLSD
88,MOEAD
89,COMOLSD
90,MOEAD
91,MOEAD
92,MOEAD
93,COMOLSD
94,COMOLSD
95,COMOLSD
96,MOEAD
97,COMOLSD
98,COMOLSD
99,MOEAD
