Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,COMOLSD
3,MOEAD
4,COMOLSD
5,MOEAD
6,MOEAD
7,MOEAD
8,COMOLSD
9,COMOLSD
10,MOEAD
11,MOEAD
12,MOEAD
13,MOEAD
14,COMOLSD
15,MOEAD
16,MOEAD
17,COMOLSD
18,COMOLSD
19,MOEAD
20,MOEAD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,COMOLSD
25,COMOLSD
26,COMOLSD
27,MOEAD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,COMOLSD
32,COMOLSD
33,MOEAD
34,MOEAD
35,MOEAD
36,MOEAD
37,MOEAD
38,COMOLSD
39,MOEAD
40,MOEAD
41,COMOLSD
42,MOEAD
43,COMOLSD
44,COMOLSD
45,COMOLSD
46,MOEAD
47,COMOLSD
48,COMOLSD
49,COMOLSD
50,COMOLSD
51,MOEAD
52,MOEAD
53,MOEAD
54,COMOLSD
55,COMOLSD
56,COMOLSD
57,MOEAD
58,COMOLSD
59,MOEAD
60,COMOLSD
61,COMOLSD
62,COMOLSD
63,COMOLSD
64,MOEAD
65,MOEAD
66,MOEAD
67,COMOLSD
68,COMOLSD
69,COMOLSD
70,MOEAD
71,COMOLSD
72,MOEAD
73,COMOLSD
74,MOEAD
75,MOEAD
76,MOEAD
77,COMOLSD
78,COMOLSD
79,MOEAD
80,MOEAD
81,COMOLSD
82,COMOLSD
83,MOEAD
84,MOEAD
85,COMOLSD
86,COMOLSD
87,COMOLSD
88,COMOLSD
89,COMOLSD
90,MOEAD
91,MOEAD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,COMOLSD
96,COMOLSD
97,MOEAD
98,COMOLSD
99,MOEAD
