Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
142,0.2460000000,0.0417612260,-0.1792702274,1.5455980136,0.4639745675,0.3240000000,0.0287054002,-0.1387163561,1.8296257894,0.4078932113,0.4300000000,0.0419523539,-0.9523809524,1.2732438017,0.2437830484,0.4300000000,0.0419523539,-0.9523809524,1.2732438017,0.2437830484
