Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,MOEAD
3,COMOLSD
4,MOEAD
5,COMOLSD
6,COMOLSD
7,MOEAD
8,COMOLSD
9,MOEAD
10,MOEAD
11,MOEAD
12,MOEAD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,MOEAD
18,MOEAD
19,COMOLSD
20,COMOLSD
21,COMOLSD
22,COMOLSD
23,MOEAD
24,COMOLSD
25,COMOLSD
26,MOEAD
27,COMOLSD
28,MOEAD
29,MOEAD
30,MOEAD
31,COMOLSD
32,COMOLSD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,COMOLSD
42,COMOLSD
43,COMOLSD
44,COMOLSD
45,MOEAD
46,COMOLSD
47,COMOLSD
48,COMOLSD
49,MOEAD
50,COMOLSD
51,MOEAD
52,COMOLSD
53,COMOLSD
54,MOEAD
55,COMOLSD
56,COMOLSD
57,MOEAD
58,COMOLSD
59,COMOLSD
60,COMOLSD
61,COMOLSD
62,COMOLSD
63,MOEAD
64,COMOLSD
65,COMOLSD
66,MOEAD
67,COMOLSD
68,MOEAD
69,COMOLSD
70,MOEAD
71,COMOLSD
72,MOEAD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,MOEAD
77,MOEAD
78,MOEAD
79,MOEAD
80,COMOLSD
81,MOEAD
82,MOEAD
83,COMOLSD
84,MOEAD
85,COMOLSD
86,MOEAD
87,MOEAD
88,MOEAD
89,MOEAD
90,MOEAD
91,COMOLSD
92,MOEAD
93,MOEAD
94,COMOLSD
95,COMOLSD
96,COMOLSD
97,COMOLSD
98,MOEAD
99,COMOLSD
